insumo,dep,cultivo,tipo,mes,ha,usd,estructura
Riego,Lima Metropolitana,acelga,transitorio,Oct,11.0,428.59,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Oct,11.0,524.39,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Oct,11.0,6.21,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Nov,9.0,1225.62,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Nov,9.0,780.49,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Nov,9.0,964.38,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Nov,9.0,350.67,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Nov,9.0,429.04,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Nov,9.0,5.08,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Dic,12.0,1634.16,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Dic,12.0,1040.65,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Dic,12.0,1285.84,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Dic,12.0,467.56,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Dic,12.0,572.06,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Dic,12.0,6.78,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Ene,13.0,1770.34,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Ene,13.0,1127.37,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Ene,13.0,1393.0,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Ene,13.0,506.52,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Ene,13.0,619.73,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Ene,13.0,7.34,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Feb,11.0,1497.98,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Feb,11.0,953.93,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Feb,11.0,1178.69,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Feb,11.0,428.59,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Feb,11.0,524.39,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Feb,11.0,6.21,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Mar,12.0,1634.16,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Mar,12.0,1040.65,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Mar,12.0,1285.84,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Mar,12.0,467.56,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Mar,12.0,572.06,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Mar,12.0,6.78,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Abr,13.0,1770.34,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Abr,13.0,1127.37,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Abr,13.0,1393.0,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Abr,13.0,506.52,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Abr,13.0,619.73,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Abr,13.0,7.34,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,May,9.0,1225.62,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,May,9.0,780.49,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,May,9.0,964.38,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,May,9.0,350.67,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,May,9.0,429.04,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,May,9.0,5.08,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Jun,14.0,1906.52,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Jun,14.0,1214.09,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Jun,14.0,1500.15,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Jun,14.0,545.48,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Jun,14.0,667.4,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Jun,14.0,7.91,media de su familia
Fertilizante,Lima Metropolitana,acelga,transitorio,Jul,14.0,1906.52,media de su familia
Fitosanitario,Lima Metropolitana,acelga,transitorio,Jul,14.0,1214.09,media de su familia
Semilla,Lima Metropolitana,acelga,transitorio,Jul,14.0,1500.15,media de su familia
Riego,Lima Metropolitana,acelga,transitorio,Jul,14.0,545.48,media de su familia
Abono orgánico,Lima Metropolitana,acelga,transitorio,Jul,14.0,667.4,media de su familia
Asistencia técnica,Lima Metropolitana,acelga,transitorio,Jul,14.0,7.91,media de su familia
Fertilizante,Tacna,acelga,transitorio,Feb,2.0,272.36,media de su familia
Fitosanitario,Tacna,acelga,transitorio,Feb,2.0,173.44,media de su familia
Semilla,Tacna,acelga,transitorio,Feb,2.0,214.31,media de su familia
Riego,Tacna,acelga,transitorio,Feb,2.0,77.93,media de su familia
Abono orgánico,Tacna,acelga,transitorio,Feb,2.0,95.34,media de su familia
Asistencia técnica,Tacna,acelga,transitorio,Feb,2.0,1.13,media de su familia
Fertilizante,Tacna,acelga,transitorio,Mar,2.0,272.36,media de su familia
Fitosanitario,Tacna,acelga,transitorio,Mar,2.0,173.44,media de su familia
Semilla,Tacna,acelga,transitorio,Mar,2.0,214.31,media de su familia
Riego,Tacna,acelga,transitorio,Mar,2.0,77.93,media de su familia
Abono orgánico,Tacna,acelga,transitorio,Mar,2.0,95.34,media de su familia
Asistencia técnica,Tacna,acelga,transitorio,Mar,2.0,1.13,media de su familia
Fertilizante,Amazonas,aji,transitorio,Ago,1.0,299.76,propia
Fitosanitario,Amazonas,aji,transitorio,Ago,1.0,214.84,propia
Semilla,Amazonas,aji,transitorio,Ago,1.0,54.4,propia
Riego,Amazonas,aji,transitorio,Ago,1.0,76.59,propia
Abono orgánico,Amazonas,aji,transitorio,Ago,1.0,151.78,propia
Asistencia técnica,Amazonas,aji,transitorio,Ago,1.0,2.57,propia
Fertilizante,Amazonas,aji,transitorio,Set,3.5,1049.15,propia
Fitosanitario,Amazonas,aji,transitorio,Set,3.5,751.95,propia
Semilla,Amazonas,aji,transitorio,Set,3.5,190.39,propia
Riego,Amazonas,aji,transitorio,Set,3.5,268.08,propia
Abono orgánico,Amazonas,aji,transitorio,Set,3.5,531.24,propia
Asistencia técnica,Amazonas,aji,transitorio,Set,3.5,9.01,propia
Fertilizante,Amazonas,aji,transitorio,Oct,2.5,749.39,propia
Fitosanitario,Amazonas,aji,transitorio,Oct,2.5,537.11,propia
Semilla,Amazonas,aji,transitorio,Oct,2.5,135.99,propia
Riego,Amazonas,aji,transitorio,Oct,2.5,191.49,propia
Abono orgánico,Amazonas,aji,transitorio,Oct,2.5,379.46,propia
Asistencia técnica,Amazonas,aji,transitorio,Oct,2.5,6.43,propia
Fertilizante,Amazonas,aji,transitorio,Nov,8.5,2547.93,propia
Fitosanitario,Amazonas,aji,transitorio,Nov,8.5,1826.16,propia
Semilla,Amazonas,aji,transitorio,Nov,8.5,462.37,propia
Riego,Amazonas,aji,transitorio,Nov,8.5,651.05,propia
Abono orgánico,Amazonas,aji,transitorio,Nov,8.5,1290.15,propia
Asistencia técnica,Amazonas,aji,transitorio,Nov,8.5,21.87,propia
Fertilizante,Amazonas,aji,transitorio,Dic,6.0,1798.54,propia
Fitosanitario,Amazonas,aji,transitorio,Dic,6.0,1289.05,propia
Semilla,Amazonas,aji,transitorio,Dic,6.0,326.38,propia
Riego,Amazonas,aji,transitorio,Dic,6.0,459.57,propia
Abono orgánico,Amazonas,aji,transitorio,Dic,6.0,910.7,propia
Asistencia técnica,Amazonas,aji,transitorio,Dic,6.0,15.44,propia
Fertilizante,Amazonas,aji,transitorio,Ene,1.0,299.76,propia
Fitosanitario,Amazonas,aji,transitorio,Ene,1.0,214.84,propia
Semilla,Amazonas,aji,transitorio,Ene,1.0,54.4,propia
Riego,Amazonas,aji,transitorio,Ene,1.0,76.59,propia
Abono orgánico,Amazonas,aji,transitorio,Ene,1.0,151.78,propia
Asistencia técnica,Amazonas,aji,transitorio,Ene,1.0,2.57,propia
Fertilizante,Amazonas,aji,transitorio,Feb,2.0,599.51,propia
Fitosanitario,Amazonas,aji,transitorio,Feb,2.0,429.68,propia
Semilla,Amazonas,aji,transitorio,Feb,2.0,108.79,propia
Riego,Amazonas,aji,transitorio,Feb,2.0,153.19,propia
Abono orgánico,Amazonas,aji,transitorio,Feb,2.0,303.57,propia
Asistencia técnica,Amazonas,aji,transitorio,Feb,2.0,5.15,propia
Fertilizante,Amazonas,aji,transitorio,Mar,0.5,149.88,propia
Fitosanitario,Amazonas,aji,transitorio,Mar,0.5,107.42,propia
Semilla,Amazonas,aji,transitorio,Mar,0.5,27.2,propia
Riego,Amazonas,aji,transitorio,Mar,0.5,38.3,propia
Abono orgánico,Amazonas,aji,transitorio,Mar,0.5,75.89,propia
Asistencia técnica,Amazonas,aji,transitorio,Mar,0.5,1.29,propia
Fertilizante,Amazonas,aji,transitorio,Abr,2.0,599.51,propia
Fitosanitario,Amazonas,aji,transitorio,Abr,2.0,429.68,propia
Semilla,Amazonas,aji,transitorio,Abr,2.0,108.79,propia
Riego,Amazonas,aji,transitorio,Abr,2.0,153.19,propia
Abono orgánico,Amazonas,aji,transitorio,Abr,2.0,303.57,propia
Asistencia técnica,Amazonas,aji,transitorio,Abr,2.0,5.15,propia
Fertilizante,Amazonas,aji,transitorio,Jun,1.0,299.76,propia
Fitosanitario,Amazonas,aji,transitorio,Jun,1.0,214.84,propia
Semilla,Amazonas,aji,transitorio,Jun,1.0,54.4,propia
Riego,Amazonas,aji,transitorio,Jun,1.0,76.59,propia
Abono orgánico,Amazonas,aji,transitorio,Jun,1.0,151.78,propia
Asistencia técnica,Amazonas,aji,transitorio,Jun,1.0,2.57,propia
Fertilizante,Áncash,aji,transitorio,Ago,19.0,5695.38,propia
Fitosanitario,Áncash,aji,transitorio,Ago,19.0,4082.01,propia
Semilla,Áncash,aji,transitorio,Ago,19.0,1033.54,propia
Riego,Áncash,aji,transitorio,Ago,19.0,1455.3,propia
Abono orgánico,Áncash,aji,transitorio,Ago,19.0,2883.87,propia
Asistencia técnica,Áncash,aji,transitorio,Ago,19.0,48.89,propia
Fertilizante,Áncash,aji,transitorio,Set,14.0,4196.6,propia
Fitosanitario,Áncash,aji,transitorio,Set,14.0,3007.79,propia
Semilla,Áncash,aji,transitorio,Set,14.0,761.55,propia
Riego,Áncash,aji,transitorio,Set,14.0,1072.33,propia
Abono orgánico,Áncash,aji,transitorio,Set,14.0,2124.96,propia
Asistencia técnica,Áncash,aji,transitorio,Set,14.0,36.02,propia
Fertilizante,Áncash,aji,transitorio,Oct,29.0,8692.95,propia
Fitosanitario,Áncash,aji,transitorio,Oct,29.0,6230.43,propia
Semilla,Áncash,aji,transitorio,Oct,29.0,1577.51,propia
Riego,Áncash,aji,transitorio,Oct,29.0,2221.24,propia
Abono orgánico,Áncash,aji,transitorio,Oct,29.0,4401.7,propia
Asistencia técnica,Áncash,aji,transitorio,Oct,29.0,74.62,propia
Fertilizante,Áncash,aji,transitorio,Nov,6.0,1798.54,propia
Fitosanitario,Áncash,aji,transitorio,Nov,6.0,1289.05,propia
Semilla,Áncash,aji,transitorio,Nov,6.0,326.38,propia
Riego,Áncash,aji,transitorio,Nov,6.0,459.57,propia
Abono orgánico,Áncash,aji,transitorio,Nov,6.0,910.7,propia
Asistencia técnica,Áncash,aji,transitorio,Nov,6.0,15.44,propia
Fertilizante,Áncash,aji,transitorio,Dic,19.0,5695.38,propia
Fitosanitario,Áncash,aji,transitorio,Dic,19.0,4082.01,propia
Semilla,Áncash,aji,transitorio,Dic,19.0,1033.54,propia
Riego,Áncash,aji,transitorio,Dic,19.0,1455.3,propia
Abono orgánico,Áncash,aji,transitorio,Dic,19.0,2883.87,propia
Asistencia técnica,Áncash,aji,transitorio,Dic,19.0,48.89,propia
Fertilizante,Áncash,aji,transitorio,Ene,8.0,2398.06,propia
Fitosanitario,Áncash,aji,transitorio,Ene,8.0,1718.74,propia
Semilla,Áncash,aji,transitorio,Ene,8.0,435.17,propia
Riego,Áncash,aji,transitorio,Ene,8.0,612.76,propia
Abono orgánico,Áncash,aji,transitorio,Ene,8.0,1214.26,propia
Asistencia técnica,Áncash,aji,transitorio,Ene,8.0,20.59,propia
Fertilizante,Áncash,aji,transitorio,Feb,18.0,5395.63,propia
Fitosanitario,Áncash,aji,transitorio,Feb,18.0,3867.16,propia
Semilla,Áncash,aji,transitorio,Feb,18.0,979.14,propia
Riego,Áncash,aji,transitorio,Feb,18.0,1378.7,propia
Abono orgánico,Áncash,aji,transitorio,Feb,18.0,2732.09,propia
Asistencia técnica,Áncash,aji,transitorio,Feb,18.0,46.32,propia
Fertilizante,Áncash,aji,transitorio,Mar,15.0,4496.35,propia
Fitosanitario,Áncash,aji,transitorio,Mar,15.0,3222.64,propia
Semilla,Áncash,aji,transitorio,Mar,15.0,815.95,propia
Riego,Áncash,aji,transitorio,Mar,15.0,1148.92,propia
Abono orgánico,Áncash,aji,transitorio,Mar,15.0,2276.74,propia
Asistencia técnica,Áncash,aji,transitorio,Mar,15.0,38.6,propia
Fertilizante,Áncash,aji,transitorio,Abr,12.0,3597.08,propia
Fitosanitario,Áncash,aji,transitorio,Abr,12.0,2578.11,propia
Semilla,Áncash,aji,transitorio,Abr,12.0,652.76,propia
Riego,Áncash,aji,transitorio,Abr,12.0,919.14,propia
Abono orgánico,Áncash,aji,transitorio,Abr,12.0,1821.39,propia
Asistencia técnica,Áncash,aji,transitorio,Abr,12.0,30.88,propia
Fertilizante,Áncash,aji,transitorio,May,37.0,11091.01,propia
Fitosanitario,Áncash,aji,transitorio,May,37.0,7949.17,propia
Semilla,Áncash,aji,transitorio,May,37.0,2012.68,propia
Riego,Áncash,aji,transitorio,May,37.0,2834.0,propia
Abono orgánico,Áncash,aji,transitorio,May,37.0,5615.96,propia
Asistencia técnica,Áncash,aji,transitorio,May,37.0,95.21,propia
Fertilizante,Áncash,aji,transitorio,Jun,30.0,8992.71,propia
Fitosanitario,Áncash,aji,transitorio,Jun,30.0,6445.27,propia
Semilla,Áncash,aji,transitorio,Jun,30.0,1631.9,propia
Riego,Áncash,aji,transitorio,Jun,30.0,2297.84,propia
Abono orgánico,Áncash,aji,transitorio,Jun,30.0,4553.48,propia
Asistencia técnica,Áncash,aji,transitorio,Jun,30.0,77.2,propia
Fertilizante,Áncash,aji,transitorio,Jul,35.0,10491.49,propia
Fitosanitario,Áncash,aji,transitorio,Jul,35.0,7519.48,propia
Semilla,Áncash,aji,transitorio,Jul,35.0,1903.89,propia
Riego,Áncash,aji,transitorio,Jul,35.0,2680.81,propia
Abono orgánico,Áncash,aji,transitorio,Jul,35.0,5312.39,propia
Asistencia técnica,Áncash,aji,transitorio,Jul,35.0,90.06,propia
Fertilizante,Apurímac,aji,transitorio,Ago,2.0,599.51,propia
Fitosanitario,Apurímac,aji,transitorio,Ago,2.0,429.68,propia
Semilla,Apurímac,aji,transitorio,Ago,2.0,108.79,propia
Riego,Apurímac,aji,transitorio,Ago,2.0,153.19,propia
Abono orgánico,Apurímac,aji,transitorio,Ago,2.0,303.57,propia
Asistencia técnica,Apurímac,aji,transitorio,Ago,2.0,5.15,propia
Fertilizante,Apurímac,aji,transitorio,Set,1.0,299.76,propia
Fitosanitario,Apurímac,aji,transitorio,Set,1.0,214.84,propia
Semilla,Apurímac,aji,transitorio,Set,1.0,54.4,propia
Riego,Apurímac,aji,transitorio,Set,1.0,76.59,propia
Abono orgánico,Apurímac,aji,transitorio,Set,1.0,151.78,propia
Asistencia técnica,Apurímac,aji,transitorio,Set,1.0,2.57,propia
Fertilizante,Apurímac,aji,transitorio,Nov,2.0,599.51,propia
Fitosanitario,Apurímac,aji,transitorio,Nov,2.0,429.68,propia
Semilla,Apurímac,aji,transitorio,Nov,2.0,108.79,propia
Riego,Apurímac,aji,transitorio,Nov,2.0,153.19,propia
Abono orgánico,Apurímac,aji,transitorio,Nov,2.0,303.57,propia
Asistencia técnica,Apurímac,aji,transitorio,Nov,2.0,5.15,propia
Fertilizante,Apurímac,aji,transitorio,Ene,2.0,599.51,propia
Fitosanitario,Apurímac,aji,transitorio,Ene,2.0,429.68,propia
Semilla,Apurímac,aji,transitorio,Ene,2.0,108.79,propia
Riego,Apurímac,aji,transitorio,Ene,2.0,153.19,propia
Abono orgánico,Apurímac,aji,transitorio,Ene,2.0,303.57,propia
Asistencia técnica,Apurímac,aji,transitorio,Ene,2.0,5.15,propia
Fertilizante,Apurímac,aji,transitorio,Feb,3.0,899.27,propia
Fitosanitario,Apurímac,aji,transitorio,Feb,3.0,644.53,propia
Semilla,Apurímac,aji,transitorio,Feb,3.0,163.19,propia
Riego,Apurímac,aji,transitorio,Feb,3.0,229.78,propia
Abono orgánico,Apurímac,aji,transitorio,Feb,3.0,455.35,propia
Asistencia técnica,Apurímac,aji,transitorio,Feb,3.0,7.72,propia
Fertilizante,Apurímac,aji,transitorio,Mar,3.0,899.27,propia
Fitosanitario,Apurímac,aji,transitorio,Mar,3.0,644.53,propia
Semilla,Apurímac,aji,transitorio,Mar,3.0,163.19,propia
Riego,Apurímac,aji,transitorio,Mar,3.0,229.78,propia
Abono orgánico,Apurímac,aji,transitorio,Mar,3.0,455.35,propia
Asistencia técnica,Apurímac,aji,transitorio,Mar,3.0,7.72,propia
Fertilizante,Apurímac,aji,transitorio,Abr,1.0,299.76,propia
Fitosanitario,Apurímac,aji,transitorio,Abr,1.0,214.84,propia
Semilla,Apurímac,aji,transitorio,Abr,1.0,54.4,propia
Riego,Apurímac,aji,transitorio,Abr,1.0,76.59,propia
Abono orgánico,Apurímac,aji,transitorio,Abr,1.0,151.78,propia
Asistencia técnica,Apurímac,aji,transitorio,Abr,1.0,2.57,propia
Fertilizante,Apurímac,aji,transitorio,May,10.0,2997.57,propia
Fitosanitario,Apurímac,aji,transitorio,May,10.0,2148.42,propia
Semilla,Apurímac,aji,transitorio,May,10.0,543.97,propia
Riego,Apurímac,aji,transitorio,May,10.0,765.95,propia
Abono orgánico,Apurímac,aji,transitorio,May,10.0,1517.83,propia
Asistencia técnica,Apurímac,aji,transitorio,May,10.0,25.73,propia
Fertilizante,Apurímac,aji,transitorio,Jul,1.0,299.76,propia
Fitosanitario,Apurímac,aji,transitorio,Jul,1.0,214.84,propia
Semilla,Apurímac,aji,transitorio,Jul,1.0,54.4,propia
Riego,Apurímac,aji,transitorio,Jul,1.0,76.59,propia
Abono orgánico,Apurímac,aji,transitorio,Jul,1.0,151.78,propia
Asistencia técnica,Apurímac,aji,transitorio,Jul,1.0,2.57,propia
Fertilizante,Arequipa,aji,transitorio,Ago,12.0,3597.08,propia
Fitosanitario,Arequipa,aji,transitorio,Ago,12.0,2578.11,propia
Semilla,Arequipa,aji,transitorio,Ago,12.0,652.76,propia
Riego,Arequipa,aji,transitorio,Ago,12.0,919.14,propia
Abono orgánico,Arequipa,aji,transitorio,Ago,12.0,1821.39,propia
Asistencia técnica,Arequipa,aji,transitorio,Ago,12.0,30.88,propia
Fertilizante,Arequipa,aji,transitorio,Set,70.0,20982.99,propia
Fitosanitario,Arequipa,aji,transitorio,Set,70.0,15038.97,propia
Semilla,Arequipa,aji,transitorio,Set,70.0,3807.77,propia
Riego,Arequipa,aji,transitorio,Set,70.0,5361.63,propia
Abono orgánico,Arequipa,aji,transitorio,Set,70.0,10624.78,propia
Asistencia técnica,Arequipa,aji,transitorio,Set,70.0,180.12,propia
Fertilizante,Arequipa,aji,transitorio,Oct,75.0,22481.77,propia
Fitosanitario,Arequipa,aji,transitorio,Oct,75.0,16113.18,propia
Semilla,Arequipa,aji,transitorio,Oct,75.0,4079.76,propia
Riego,Arequipa,aji,transitorio,Oct,75.0,5744.6,propia
Abono orgánico,Arequipa,aji,transitorio,Oct,75.0,11383.7,propia
Asistencia técnica,Arequipa,aji,transitorio,Oct,75.0,192.99,propia
Fertilizante,Arequipa,aji,transitorio,Nov,140.0,41965.98,propia
