cultivo,plaga,producto,ingrediente_activo,clase,toxicidad,dosis_min,dosis_max,unidad_dosis,dosis_estimada,cilindros_por_ha,precio_usd_kg,costo_ha_min_usd,costo_ha_max_usd,costo_ha_min_fob_usd,carencia_dias,lmr_ppm,titular,registro
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Amor seco,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Arañita bimaculada,SPIDER 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.2,0.4,lt,True,2.0,23.8364,4.77,9.53,0.52,7,0.02,ADAMA AGRICULTURE PERU S.A.,889-99-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Azul o hielo,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,1.0,1.0,kl,False,,44.6932,44.69,44.69,5.42,7,0.05,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Caracha (mosquilla de los brotes),ZUXION 20 LS,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.5,0.5,lt,True,2.0,28.3057,14.15,14.15,1.53,12,0.05,SILVESTRE PERU S.A.C.,PQUA Nº 1633-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Cola de ratón (rabo de zorro),AQUILES,CLETHODIM,Herbicida,Ligeramente Peligroso,0.5,1.0,lt,True,2.0,98.325,49.16,98.33,2.79,38,0.5,HORTUS S A,PQUA N° 1171-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Coquito,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Coquito,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,False,,8.3427,25.03,50.06,4.99,,0.1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Grama china (gramalote),DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Grama dulce / Pasto Bermuda,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Grama dulce / Pasto Bermuda,AQUILES,CLETHODIM,Herbicida,Ligeramente Peligroso,0.5,1.0,lt,True,2.0,98.325,49.16,98.33,2.79,38,0.5,HORTUS S A,PQUA N° 1171-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano Cogollero,SUPERMILL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.5,kl,True,2.0,4.4693,1.79,2.23,3.77,3,2,DROKASA  PERU S.A,PQUA N° 1509-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano Cogollero,DERRIBE 50 EC,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.4,0.5,lt,False,,43.2034,17.28,21.6,4.7,3,1,POINT ANDINA S.A,PQUA N° 117-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano medidor de la hoja,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.5,0.6,kilogramo,False,,36.6484,18.32,21.99,2.63,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano pegador de hojas,BIOCILLUS,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.5,0.6,kilogramo,True,2.0,23.8364,11.92,14.3,3.25,,,DROKASA  PERU S.A,PBUA N° 149-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano perforador grande de la bellota,ENTRUST SC,SPINOSAD,Insecticida,,0.15,0.15,litro,False,,247.3024,37.1,37.1,22.96,1,0.3,CORTEVA AGRISCIENCE PERU S.A.C,0386-SENASA-PBA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Gusano silbador,SUPERMILL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.5,kl,False,,4.4693,1.79,2.23,3.77,3,1,DROKASA  PERU S.A,PQUA N° 1509-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Hielo / Rancha / Tizón tardío,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,1.0,1.0,kl,False,,44.6932,44.69,44.69,5.42,7,0.05,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mancha de la hoja,ALTO 100 SL,CYPROCONAZOLE,Fungicida,Ligeramente Peligroso,0.15,0.25,lt,False,,114.7126,17.21,28.68,7.44,5,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 2928-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mancha de la hoja,SCORE 250 EC,DIFENOCONAZOLE,Fungicida,Moderadamente Peligroso,0.3,0.375,lt,False,,119.1819,35.75,44.69,7.2,3,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 326-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mancha de la hoja,AMISTAR 50 WG,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.15,0.18,kl,False,,297.9547,44.69,53.63,8.47,,2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 020-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mosca blanca,EPINGLE 10EC,PYRIPROXYFEN,Insecticida,Moderadamente Peligroso,0.1,0.2,lt,True,2.0,101.3046,10.13,20.26,1.9,3,0.2,ADAMA AGRICULTURE PERU S.A.,PQUA N° 195-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mosca blanca,APPLAUD,BUPROFEZIN,Insecticida,Ligeramente Peligroso,0.4,0.4,kl,True,2.0,53.6318,21.45,21.45,5.53,,0.5,TECNOLOGIA QUIMICA Y COMERCIO S.A,166-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mosca mediterranea de la fruta,GF-120,SPINOSAD,Insecticida,Ligeramente Peligroso,1.6,1.6,lt,False,,28.6781,45.88,45.88,7.89,,0.3,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 099-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Mosca minadora,SPIDER 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.4,0.8,lt,True,2.0,23.8364,9.53,19.07,1.05,7,0.02,ADAMA AGRICULTURE PERU S.A.,889-99-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Pata de gallina,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,8.3427,16.69,25.03,3.32,,0.1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Pata de gallina,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,8.3427,16.69,25.03,3.32,,,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Pata de gallina,AQUILES,CLETHODIM,Herbicida,Ligeramente Peligroso,0.5,1.0,lt,True,2.0,98.325,49.16,98.33,2.79,38,0.5,HORTUS S A,PQUA N° 1171-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Pega pega,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,BOTRIZIM 50 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,23.8364,9.53,9.53,1.29,1,0.1,SERFI S.A.,PQUA 1649-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,PROTEXIN 500 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,0.6,lt,True,2.0,19.3671,11.62,11.62,1.62,7,0.1,SILVESTRE PERU S.A.C.,850-99-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,FORDAZIM 5 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,0.8,lt,False,,21.7507,13.05,17.4,1.56,7,5,AGRO KLINGE S.A.,323-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,FUKARIM,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,0.6,lt,True,2.0,23.8364,14.3,14.3,1.79,3,0.1,DROKASA  PERU S.A,PQUA N° 083-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,MERTECT 500 SC,THIABENDAZOLE,Fungicida,Ligeramente Peligroso,0.4,0.5,lt,True,2.0,128.1205,51.25,64.06,19.95,10,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 1980-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,SERENADE ASO,BACILLUS AMYLOLIQUEFACIENS,Fungicida,Ligeramente Peligroso,2.0,6.0,litro,True,2.0,28.3057,56.61,169.83,19.5,,,BAYER S.A.,PBUA N° 090-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Podredumbre gris/ Moho gris,CONSERVE,"CYPRODINIL, FLUDIOXONIL",Fungicida,Ligeramente Peligroso,0.8,1.0,kl,False,,163.8751,131.1,163.88,39.76,7,,ARIS INDUSTRIAL S.A.,PQUA N° 2763-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,REGULADOR DE CRECIMIENTO DE PLANTAS,BIOZYME TF,"MICROELEMENTOS, CITOQUININAS, EXTRACTOS VEGETALES Y FITOHORMONAS, AUXINAS, GIBBERELLIC ACID",Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.5,0.5,lt,False,,46.183,23.09,23.09,6.03,,0.15,UPL PERU S.A.C.,PBUA N° 042-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Tizon temprano,CURTINE V,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,0.8,1.0,kl,True,2.0,21.7507,17.4,21.75,3.43,7,2,SILVESTRE PERU S.A.C.,400-97-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Verdolaga,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,6.6742,20.02,26.7,6.64,,0.1,FARMAGRO S A,067-96-AG-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Yuyo,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,3.0,lt,False,,8.3427,16.69,25.03,3.32,,0.1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Páprika/Jalapeño/Piquillo/Morrón/Guajillo,Yuyo,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,8.3427,16.69,16.69,3.32,,,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Quinua,,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,0.5,0.5,lt,False,,47.6728,23.84,23.84,3.4,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Quinua,Ascochyta,AMISTAR 50 WG,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.3,0.3,kg,False,,297.9547,89.39,89.39,16.95,30,3,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 020-SENASA
Quinua,Marchitez,LUXAZIM 500,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,0.8,lt,True,2.0,18.7711,11.26,15.02,1.62,,0.01,NEOAGRUM S.A.,PQUA N° 3904-SENASA
Quinua,Mildiu,CAPTURE 72 WP,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,1.0,1.0,kg,True,2.0,14.8977,14.9,14.9,4.06,,,NEOAGRUM S.A.,PQUA N° 878 - SENASA
Quinua,Mildiu,ITACUR,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,1.0,1.0,kg,True,2.0,17.8773,17.88,17.88,4.67,25,0.05,INDUSTRIA TECNOLOGICA AGRICOLA DEL PERU S.A,PQUA N° 850-SENASA
Quinua,Mildiu,RUDO,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,1.0,2.0,kg,True,2.0,19.3671,19.37,38.73,4.59,25,0.05,GENAGRO SA,PQUA N° 630-SENASA
Quinua,Mildiu,MATA-RANCHA,"CYMOXANIL, MANCOZEB",Fungicida,Ligeramente Peligroso,1.0,1.0,kl,True,2.0,20.8568,20.86,20.86,4.87,,,PERU FERTIL  E.I.R.L.,PQUA Nº 2342-SENASA
Quinua,Mildiu,GALBEN 73,"MANCOZEB, BENALAXYL",Fungicida,Ligeramente Peligroso,1.0,1.0,kg,True,2.0,23.8364,23.84,23.84,5.67,,,NEOAGRUM S.A.,PQUA N° 174-SENASA
Quinua,Mildiu,GENTROL,"CHLOROTHALONIL, DIMETHOMORPH",Fungicida,Moderadamente Peligroso,1.0,2.0,lt,True,2.0,27.4118,27.41,54.82,3.81,,,MONTANA S. A.,PQUA N° 649-SENASA
Quinua,Mildiu,METARRANCH MZ 58 WP,"MANCOZEB, METALAXYL",Fungicida,Ligeramente Peligroso,1.5,1.5,kg,True,2.0,21.7507,32.63,32.63,6.6,,,HORTUS S A,516-97-AG-SENASA
Quinua,Mildiu,OMEX SW7,TETRAETHYL SILICATE,"Acaricida, Insecticida, Fungicida",Ligeramente Peligroso,0.6,0.6,lt,True,2.0,68.5296,41.12,41.12,17.37,,,SILVESTRE PERU S.A.C.,PBUA 283-SENASA
Quinua,Mildiu,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,1.0,2.0,kg,True,2.0,44.6932,44.69,89.39,5.42,14,0.02,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Quinua,Mildiu,INFINITO 688 SC,"FLUOPICOLIDE, PROPAMOCARB HYDROCHLORIDE",Fungicida,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,58.1012,58.1,58.1,19.66,80,,BAYER S.A.,PQUA N° 259-SENASA
Quinua,Mildiu,SERENADE ASO,BACILLUS AMYLOLIQUEFACIENS,Fungicida,Ligeramente Peligroso,3.0,3.0,lt,True,2.0,28.3057,84.92,84.92,29.26,,,BAYER S.A.,PBUA N° 090-SENASA
Quinua,Mildiu,TRICOX,"TRICHODERMA HARZIANUM, TRICHODERMA KONINGII","Nematicida, Fungicida",Ligeramente Peligroso,2.0,2.0,kg,False,,56.6114,113.22,113.22,46.08,,,NEOAGRUM S.A.,PBUA N° 162-SENASA
Quinua,Oruga de las hojas e inflorescencia,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,1.2,1.2,kg,False,,36.6484,43.98,43.98,6.31,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Quinua,Peronospora,DEFENSE 80 WP,FOSETYL-ALUMINIUM,Fungicida,Ligeramente Peligroso,1.5,1.5,kl,True,2.0,47.6728,71.51,71.51,7.72,,,HORTUS S A,PQUA N° 1811-SENASA
Quinua,Pulgón,OMEX SW7,TETRAETHYL SILICATE,"Acaricida, Insecticida, Fungicida",Ligeramente Peligroso,0.6,0.6,lt,True,2.0,68.5296,41.12,41.12,17.37,,,SILVESTRE PERU S.A.C.,PBUA 283-SENASA
Rosa,,BIOZYME TF,"MICROELEMENTOS, CITOQUININAS, EXTRACTOS VEGETALES Y FITOHORMONAS, AUXINAS, GIBBERELLIC ACID",Regulador de Crecimiento de Plantas,Ligeramente Peligroso,1.0,1.0,lt,False,,46.183,46.18,46.18,12.06,,0.15,UPL PERU S.A.C.,PBUA N° 042-SENASA
Rosa,Arañita roja,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,98.325,39.33,39.33,6.2,,0.1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Rosa,Oidium,MICROTHIOL SPECIAL,AZUFRE,"Acaricida, Fungicida",Ligeramente Peligroso,2.0,2.0,kl,True,2.0,7.4489,14.9,14.9,2.83,7,,FARMAGRO S A,435-97-AG-SENASA
Rosa,Oidium,TOPAS 100 EC,PENCONAZOLE,Fungicida,Ligeramente Peligroso,0.2,0.24,lt,True,2.0,95.3455,19.07,22.88,9.61,7,0.01,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,015-96-AG-SENASA
Rosa,Oidium,SPORTAK 45 CE,PROCHLORAZ,Fungicida,Ligeramente Peligroso,0.3,0.4,lt,False,,96.8353,29.05,38.73,8.99,,,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 4273-SENASA
Rosa,Oidium,SCORE 250 EC,DIFENOCONAZOLE,Fungicida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,119.1819,47.67,47.67,9.59,,20,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 326-SENASA
Rosa,Pulgón de la papa,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.8,0.8,lt,True,2.0,45.5871,36.47,36.47,14.81,45,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Rosa,Pulgón de la papa,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.8,0.8,lt,True,2.0,45.5871,36.47,36.47,14.81,45,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Sandia,Arañita bimaculada,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.45,0.45,lt,True,2.25,98.325,44.25,44.25,6.97,1,0.05,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Sandia,Arañita roja,ABASAC 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.27,0.45,lt,True,2.25,35.7546,9.65,16.09,0.99,3,0.01,HORTUS S A,484-97-AG-SENASA
Sandia,Barrenador de frutos y guias,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,0.2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Sandia,Barrenador de frutos y guias,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,7,0.2,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Sandia,Barrenador de frutos y guias,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.675,0.9,lt,True,2.25,45.5871,30.77,41.03,12.5,30,0.005,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Sandia,Barrenador de frutos y guias,LANNATE 40 SP,METHOMYL,Insecticida,Moderadamente Peligroso,0.65,0.75,kg,False,,70.6263,45.91,52.97,9.67,10,0.02,CLABEREP DE PERU S.A.C.,PQUA N° 1340-SENASA
Sandia,Barrenador de frutos y guías,TAJANTE 50 CE,PERMETHRIN,Insecticida,Ligeramente Peligroso,0.2,0.2,lt,False,,40.2239,8.04,8.04,2.44,7,0.05,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 4204-SENASA
Sandia,Gorgojo de los andes,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.675,0.675,lt,True,2.25,45.5871,30.77,30.77,12.5,,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Sandia,Mildiú,GEOCARB,MANCOZEB,Fungicida,Ligeramente Peligroso,1.125,1.125,kl,True,2.25,10.1305,11.4,11.4,5.15,7,4,SOCIEDAD ANONIMA FAUSTO PIAGGIO,992-2000-AG-SENASA
Sandia,Mildiú,MANGANEB PLUS,MANCOZEB,Fungicida,Ligeramente Peligroso,2.0,3.0,kl,False,,11.0243,22.05,33.07,6.27,4,1,FARMAGRO S A,PQUA N° 1741-SENASA
Sandia,Mildiú,ANTRACOL 70% PM,PROPINEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kl,False,,20.8568,31.29,52.14,9.32,7,1,BAYER S.A.,043-96-AG-SENASA
Sandia,Mosca blanca,OMEX SW7,TETRAETHYL SILICATE,"Acaricida, Insecticida, Fungicida",Ligeramente Peligroso,0.675,0.675,lt,True,2.25,68.5296,46.26,46.26,19.54,,,SILVESTRE PERU S.A.C.,PBUA 283-SENASA
Sandia,Oidiosis,LUXAZIM 500,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,False,,18.7711,7.51,7.51,1.08,7,0.1,NEOAGRUM S.A.,PQUA N° 3904-SENASA
Sandia,Oidiosis,MICROTHIOL SPECIAL,AZUFRE,"Acaricida, Fungicida",Ligeramente Peligroso,1.125,2.25,kl,True,2.25,7.4489,8.38,16.76,1.59,7,,FARMAGRO S A,435-97-AG-SENASA
Sandia,Oidiosis,BOTRIZIM 50 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.45,0.45,lt,True,2.25,23.8364,10.73,10.73,1.45,1,0.5,SERFI S.A.,PQUA 1649-SENASA
Sandia,Oidiosis,TOPAS 100 EC,PENCONAZOLE,Fungicida,Ligeramente Peligroso,0.225,0.27,lt,True,2.25,95.3455,21.45,25.74,10.82,3,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,015-96-AG-SENASA
Sandia,Oidiosis,AZUFRAC F 600,AZUFRE,Fungicida,Ligeramente Peligroso,1.8,1.8,lt,True,2.25,12.8121,23.06,23.06,2.45,3,50,HORTUS S A,490-97-AG-SENASA
Sandia,Oidiosis,AMISTAR 50 WG,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.12,0.16,kg,False,,297.9547,35.75,47.67,6.78,1,0.3,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 020-SENASA
Sandia,Oidiosis,SCORE 250 EC,DIFENOCONAZOLE,Fungicida,Moderadamente Peligroso,0.3375,0.45,lt,True,2.25,119.1819,40.22,53.63,8.1,7,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 326-SENASA
Sandia,Podredumbre gris/ Moho gris,LUXAZIM 500,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,False,,18.7711,7.51,7.51,1.08,7,0.1,NEOAGRUM S.A.,PQUA N° 3904-SENASA
Sandia,Pulguilla,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.675,0.675,lt,True,2.25,45.5871,30.77,30.77,12.5,,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Sorghum,Mosquilla del ovario,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,0.2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Sorgo,Amor seco,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,1.5,3.0,lt,False,,10.4284,15.64,31.29,3.19,30,0.25,NEOAGRUM S.A.,153-96-AG-SENASA
Sorgo,Gusano Cogollero,ATABRON,CHLORFLUAZURON,Insecticida,Ligeramente Peligroso,0.4,0.6,lt,False,,53.6318,21.45,32.18,5.89,10,0.05,ADAMA AGRICULTURE PERU S.A.,PQUA N° 2247-SENASA
Sorgo,Hierba de gallinazo,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,1.5,3.0,lt,False,,10.4284,15.64,31.29,3.19,30,0.25,NEOAGRUM S.A.,153-96-AG-SENASA
Sorgo,Mosquilla del ovario,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,7,0.2,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Sorgo,Pata de gallina,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,1.5,3.0,lt,False,,10.4284,15.64,31.29,3.19,30,0.25,NEOAGRUM S.A.,153-96-AG-SENASA
Soya,,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.1,lt,False,,43.2034,4.32,4.32,1.69,7,0.2,BAYER S.A.,219-96-AG-SENASA
Soya,,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,3,5,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Soya,Arañita bimaculada,KENYO,FENPYROXIMATE,Acaricida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,98.325,39.33,39.33,6.2,7,0.3,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2065-SENASA
Soya,Barrenador de brotes,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.1,lt,False,,43.2034,4.32,4.32,1.69,7,0.2,BAYER S.A.,219-96-AG-SENASA
Soya,Gusano medidor de la hoja,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.1,lt,False,,43.2034,4.32,4.32,1.69,7,0.2,BAYER S.A.,219-96-AG-SENASA
Soya,Gusano pegador de hojas,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.1,0.1,lt,False,,43.2034,4.32,4.32,1.69,7,0.2,BAYER S.A.,219-96-AG-SENASA
Soya,Gusano perforador grande de la bellota,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,0.2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Soya,Mosca minadora,DECIS 2.5 EC,DELTAMETHRIN,Insecticida,Moderadamente Peligroso,0.15,0.15,lt,False,,43.2034,6.48,6.48,2.54,7,0.2,BAYER S.A.,219-96-AG-SENASA
Tabaco,Gusano cachudo,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,0.2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
